title,abstract,link,rank,score
VinFast VF8 sắp trải qua loạt đánh giá an toàn tại Mỹ,VinFast VF8 cùng nhiều mẫu xe khác sẽ trải qua loạt thử nghiệm an toàn của Cơ quan An toàn Giao thông Cao tốc Quốc gia Mỹ (NHTSA).,https://autobikes.vn/vinfast-vf8-sap-trai-qua-loat-danh-gia-an-toan-tai-my-18252.html,24,1
VinFast VF 7 2024,"Mẫu crossover cỡ C của VinFast bán ra hai phiên bản, giá lần lượt 850 triệu và 999 triệu đồng, nhận cọc từ 2/12, giao xe trước Tết Nguyên đán.",https://vnexpress.net/oto-xe-may/v-car/dong-xe/vinfast-vf-7-253,25,1
VinFast VF 6 2023,"VinFast giới thiệu mẫu ôtô điện thứ 5 của hãng, tham gia vào phân khúc xe gầm cao cỡ B sôi động bậc nhất thị trường.",https://vnexpress.net/oto-xe-may/v-car/dong-xe/vinfast-vf-6-248,26,1
"Chạy hơn 4.000km, VinFast VF9 bán lại giá bất ngờ","Dù vẫn còn khá mới bởi mới chạy hơn 4.000km, nhưng VinFast VF9 đã được rao bán lại với rẻ được nhiều người quan tâm.",https://danviet.vn/chay-hon-4000km-vinfast-vf9-ban-lai-gia-bat-ngo-20240417213526717.htm,27,1
"VinFast VF 3 - Xe nhỏ, giá trị lớn.","Với thiết kế tối giản, nhỏ gọn, cá tính và năng động, VinFast VF 3 sẽ luôn cùng bạn hoà nhịp với xu thế công nghệ di chuyển xanh toàn cầu, trải nghiệm giá trị trên mỗi hành trình, và tự do thể hiện phong cách sống.",https://shop.vinfastauto.com/vn_vi/dat-coc-xe-dien-vf3.html,28,1
VinFast hoãn giao xe điện cho khách Mỹ đến nửa cuối tháng 2,"VinFast giải thích việc trì hoãn giao xe nhằm hoàn tất cập nhật phần mềm mới nhất, đồng thời cho biết một lô hàng nữa sẽ được chuyển qua Mỹ vào quý 2 năm nay.",https://tuoitre.vn/vinfast-hoan-giao-xe-dien-cho-khach-my-den-nua-cuoi-thang-2-20230203192915302.htm,29,1
VinFast là hãng bán xe điện nhiều thứ hai Đông Nam Á,"Quý I/2024, VinFast bán xe điện nhiều thứ hai Đông Nam Á, chỉ sau ""gã khổng lồ"" BYD.",https://www.24h.com.vn/o-to/vinfast-la-hang-ban-xe-dien-nhieu-thu-hai-dong-nam-a-c747a1580675.html,30,1
VinFast bán xe điện nhiều thứ hai Đông Nam Á,"Doanh số của hãng Trung Quốc, BYD, đứng đầu, trong khi hãng xe Việt, VinFast, đứng thứ hai toàn khu vực trong quý I.",https://vnexpress.net/vinfast-ban-xe-dien-nhieu-thu-hai-dong-nam-a-4762273.html,31,1
Nên mua Hyundai i10 mới hay VinFast VF 5?,"Lần đầu mua xe, chủ yếu đi làm và đưa đón con đi học mỗi ngày, xin hỏi 500 triệu tôi nên mua xe nào. (Phương Ngọc)",https://vnexpress.net/nen-mua-hyundai-i10-moi-hay-vinfast-vf-5-4759699.html,32,1
Thử sức dàn ô tô điện VinFast trên đường đua,"Nếu như VinFast VF 6 cho thấy sự linh hoạt, VF 7 bộc lộ tố chất mạnh mẽ, nhanh nhạy… thì bộ đôi VF 8, VF 9 lại mang đến sự êm ái, đầm chắc khi được người lái thoải mái đạp lút chân ga, vần vô-lăng… thử sức trên đường đua Đại Nam.",https://thanhnien.vn/thu-suc-dan-o-to-dien-vinfast-tren-duong-dua-185240629231626032.htm,33,1
VinFast VF 5 có giá từ 377 triệu đồng tại Indonesia,"Gia nhập thị trường Indonesia, VinFast VF 5 có giá công bố 242 triệu rupiah, tương đương 377 triệu đồng cho bản thuê pin.",https://thanhnien.vn/vinfast-vf-5-co-gia-tu-377-trieu-dong-tai-indonesia-185240701151214774.htm,34,1
VinFast VF 7S lộ ảnh bên trong nhà máy,VinFast VF 7S trang bị đơn giản hơn so với biến thể Plus trước đó đã bàn giao cho nhiều khách mua tại Việt Nam.,https://thanhnien.vn/vinfast-vf-7s-lo-anh-ben-trong-nha-may-185240610224920795.htm,35,1
VinFast triệu hồi hơn 2.000 xe ô tô điện tại Việt Nam,"Hơn 2.000 ô tô VinFast gồm các mẫu VF e34, VF 5 Plus, VF 6 Plus, VF 8 và VF 9 vừa được hãng xe Việt Nam phát đi thông báo triệu hồi để kiểm tra và thay thế linh kiện liên quan đến 3 lỗi khác nhau.",https://thanhnien.vn/vinfast-trieu-hoi-hon-2000-xe-o-to-dien-tai-viet-nam-185240525102505609.htm,36,1
Giải đáp 5 câu hỏi của người dùng trước khi đặt cọc sớm VinFast VF 3,Những trải nghiệm thực tế với bản thử nghiệm VinFast VF 3 đã xóa tan những thắc mắc mà khách hàng đang đặt ra cho VinFast VF 3 về khả năng chở người hay khả năng tăng tốc...,https://thanhnien.vn/giai-dap-5-cau-hoi-cua-nguoi-dung-truoc-khi-dat-coc-som-vinfast-vf-3-185240515144516483.htm,37,1
"Châu Âu tăng thuế xe Trung Quốc lên đến 38%, bùng nổ cuộc chiến ô tô điện?","Trong khi Mỹ tuyên bố đánh thuế nhập 100% đối với ô tô điện Trung Quốc thì châu Âu chỉ giới hạn ở mức trung bình 21%, mức thuế tùy theo thương hiệu, cao nhất là 38% với SAIC.",https://thanhnien.vn/chau-au-tang-thue-xe-trung-quoc-len-den-38-bung-no-cuoc-chien-o-to-dien-185240701114926826.htm,38,0
VinFast tung ưu đãi cho khách mua xe máy điện,"Người dùng được tặng 2-4 triệu đồng, trả góp 0% trong 6 tháng và các phần quà khi mua xe máy điện với chương trình ưu đãi của VinFast, từ 26/6 đến 31/8.",https://vnexpress.net/vinfast-tung-uu-dai-cho-khach-mua-xe-may-dien-4743313.html,39,0
Sắp có 17 trạm sạc nhanh cho tất cả ô tô điện tại Việt Nam,Porsche công bố dự án phát triển 17 trạm sạc công suất cao (DC) trải dài trên 1.700 km tại Việt Nam.,https://thanhnien.vn/sap-co-17-tram-sac-nhanh-cho-tat-ca-o-to-dien-tai-viet-nam-185240619183904716.htm,40,0
Vingroup vào top 50 doanh nghiệp lớn nhất Đông Nam Á,Tạp chí Fortune (Mỹ) vừa công bố Tập đoàn Vingroup đứng đầu khối doanh nghiệp tư nhân Việt Nam và xếp thứ 45 bảng xếp hạng top 500 doanh nghiệp lớn nhất Đông Nam Á (Southest Asia 500).,https://thanhnien.vn/vingroup-vao-top-50-doanh-nghiep-lon-nhat-dong-nam-a-185240619101548313.htm,41,0
VinFast không chỉ là một dự án kinh doanh mà còn là một dự án cống hiến,"Với một người đã cam kết đầu tư 2 tỉ USD cho start-up sản xuất xe điện non trẻ VinFast, Chủ tịch Tập đoàn Vingroup Phạm Nhật Vượng cho thấy sự thanh thản khác thường trong cuộc phỏng vấn độc quyền với hãng thông tấn Mỹ Bloomberg dịp kỷ niệm 5 năm khánh thành nhà máy sản xuất ô tô VinFast (14.6.2019 - 14.6.2024).",https://thanhnien.vn/vinfast-khong-chi-la-mot-du-an-kinh-doanh-ma-con-la-mot-du-an-cong-hien-185240614230358463.htm,42,0
VinFast giao gần 10.000 ô tô điện trên toàn cầu trong quý 1/2024,Doanh số xe điện trên toàn cầu của VinFast trong quý 1/2024 tăng trưởng tới 444% so với cùng kỳ năm trước.,https://thanhnien.vn/vinfast-giao-gan-10000-o-to-dien-tren-toan-cau-trong-quy-1-2024-185240609142955602.htm,43,0
Cuộc đua mới trên thị trường xe điện,"Thị trường xe điện đang tăng trưởng khá nhanh với hàng chục thương hiệu lớn, nhỏ tìm kiếm cơ hội mở rộng. Dù vậy, mọi thứ vẫn dừng ở mức “tiềm năng” nhiều hơn khi quy mô thị trường còn khá nhỏ, mới dừng ở mức vài chục nghìn xe.",https://thanhnien.vn/cuoc-dua-moi-tren-thi-truong-xe-dien-185240607155705746.htm,44,0
Lý do VinFast vào top 100 công ty có tầm ảnh hưởng nhất thế giới,"Tiếp nối hành trình ngoạn mục tới Mỹ, Canada, châu Âu; Indonesia, Philippines, Ấn Độ, Thái Lan... sau sự kiện rung chuông lịch sử trên sàn chứng khoán Nasdaq (Mỹ), VinFast tiếp tục ghi tên vào lịch sử khi trở thành doanh nghiệp đầu tiên của VN được vinh danh trong danh sách quyền lực ""TIME100 Most Influential Companies in the World"" - top 100 công ty có tầm ảnh hưởng nhất trên thế giới của tạp chí TIME.",https://thanhnien.vn/ly-do-vinfast-vao-top-100-cong-ty-co-tam-anh-huong-nhat-the-gioi-185240531214649206.htm,45,0
VinFast ký hợp tác với 4 đại lý đầu tiên tại Philippines,"VinFast Auto vừa công bố ký kết hợp tác với 4 đại lý đầu tiên ở Philippines, qua đó nhanh chóng thành lập mạng lưới bán lẻ để khẳng định sự hiện diện thương hiệu tại thị trường quốc gia Đông Nam Á.",https://thanhnien.vn/vinfast-ky-hop-tac-voi-4-dai-ly-dau-tien-tai-philippines-185240531180357876.htm,46,0
"Nhiều hãng xe không tham gia, triển lãm ô tô Việt Nam mất dần sức hút?","Trở lại sau một năm tạm hoãn, Triển lãm ô tô Việt Nam - Vietnam Motor Show sẽ trở lại vào cuối năm 2024 đang mất dần sức hút khi nhiều thương hiệu ô tô vốn hút khách tại Việt Nam, nhất là các thương hiệu xe sang không còn ""mặn mà"" với sân chơi này.",https://thanhnien.vn/nhieu-hang-xe-khong-tham-gia-trien-lam-o-to-viet-nam-mat-dan-suc-hut-185240510091739336.htm,47,0
Xe bán tải điện VinFast VF Wild xuất hiện tại Việt Nam,Một loạt hình ảnh xe bán tải điện VinFast VF Wild xuất hiện trên đường phố Hà Nội đã đăng tải trên mạng xã hội và nhận được nhiều quan tâm từ cộng đồng mạng.,https://thanhnien.vn/xe-ban-tai-dien-vinfast-vf-wild-xuat-hien-tai-viet-nam-185240510130631944.htm,48,0
"Xe điện có thể tăng lên 2,5 triệu chiếc vào năm 2036",Bộ phận Nghiên cứu toàn cầu HSBC vừa xuất bản báo cáo mới 'Vietnam At A Glance: Câu chuyện xe điện' đề cập sự phát triển của xe điện đang đưa Việt Nam tiến xa hơn trên hành trình hướng tới cân bằng phát thải và đóng góp vào tăng trưởng bền vững cho Việt Nam.,https://thanhnien.vn/xe-dien-co-the-tang-len-25-trieu-chiec-vao-nam-2036-185240509113414648.htm,49,0
"Loạt ô tô điện phổ thông sắp 'đổ bộ' Việt Nam, phá thế độc tôn của VinFast","Mảng ô tô điện tại Việt Nam dự báo sẽ ""nóng"" hơn trong thời gian tới, khi VinFast không còn giữ thế ""độc tôn"" trước sự xuất hiện của loạt thương hiệu, mẫu mã mới.",https://thanhnien.vn/loat-o-to-dien-pho-thong-sap-do-bo-viet-nam-pha-the-doc-ton-cua-vinfast-185240527160228404.htm,50,0
"Quyết tâm, quyết liệt trong chuyển đổi số, cải cách hành chính","(ĐCSVN) - Nhấn mạnh đến các nhiệm vụ cụ thể về công tác cải cách hành chính, chuyển đổi số, Đề án 06, Chủ tịch UBND thành phố Hà Nội Trần Sỹ Thanh đề nghị phát huy những thành công đạt được, quyết tâm, quyết liệt, làm vì danh dự như đã thực hiện với việc giải phóng mặt bằng cho dự án đường Vành đai 4 - Vùng Thủ đô.",https://dangcongsan.vn/xa-hoi/quyet-tam-quyet-liet-trong-chuyen-doi-so-cai-cach-hanh-chinh-658066.html,51,0
"Bắc Bộ và Bắc Trung Bộ sắp đón không khí lạnh, trời chuyển rét","(ĐCSVN) – Dự báo khoảng 20-21/1, các tỉnh tỉnh miền Bắc và Bắc Trung Bộ đón đợt không khí lạnh, trời chuyển rét.",https://dangcongsan.vn/xa-hoi/bac-bo-va-bac-trung-bo-sap-don-khong-khi-lanh-troi-chuyen-ret-658073.html,52,0
Đà Nẵng trao hơn 18.800 phần quà Tết cho hộ nghèo,"(ĐCSVN) - Trong Chương trình “Xuân Yêu thương - Giáp Thìn năm 2024”, Ủy ban Mặt trận Tổ quốc Việt Nam thành phố Đà Nẵng đã trao hơn 18.838 suất quà Tết cho các hộ nghèo, hộ có hoàn cảnh khó khăn, hộ đồng bào dân tộc Cơ-tu, hộ người Việt gốc Hoa... trên địa bàn thành phố với tổng mức kinh phí hỗ trợ trên 9,7 tỷ đồng.",https://dangcongsan.vn/xa-hoi/da-nang-trao-hon-18800-phan-qua-tet-cho-ho-ngheo-658072.html,53,0
Phấn đấu  hoàn thành tốt Kế hoạch công tác thanh tra năm 2024,"(ĐCSVN) – Phó Chủ tịch Ngô Minh Châu biểu dương và tin tưởng Thanh tra các ngành, các cấp sẽ tiếp tục nỗ lực, phấn đấu không ngừng để hoàn thành Kế hoạch công tác thanh tra năm 2024 của toàn ngành Thanh tra nói riêng, góp phần thiết thực để hoàn thành Kế hoạch phát triển kinh tế - xã hội năm 2024 của TP nói chung.",https://dangcongsan.vn/xa-hoi/phan-dau-hoan-thanh-tot-ke-hoach-cong-tac-thanh-tra-nam-2024-658075.html,54,0
Mang xuân về với biên cương Hà Giang,"(ĐCSVN) – Các hoạt động hỗ trợ trong Chương trình có trị giá gần 500 triệu đồng, góp phần thể hiện tinh thần tương thân tương ái, sự chung tay, góp sức của Phụ  nữ Quân đội với các gia đình trên địa bàn biên giới của tỉnh Hà Giang.

​",https://dangcongsan.vn/xa-hoi/mang-xuan-ve-voi-bien-cuong-ha-giang-658076.html,55,0
Bài 1: Điểm tựa an sinh vững chắc cho người lao động tự do,"(ĐCSVN) - Qua tiếp xúc với nhiều người dân là lao động tự do, điều mà chúng tôi nhận thấy là họ thường có tâm lý lo lắng về nguồn thu nhập không ổn định khi về già, các rủi ro, bất trắc liên quan đến vấn đề sức khỏe… Hiểu được điều này, ngày càng có nhiều người dân tìm hiểu và đăng ký tham gia bảo hiểm xã hội tự nguyện, như tìm một “điểm tựa” an sinh vững chắc khi về già…",https://dangcongsan.vn/multimedia/mega-story/bai-1-diem-tua-an-sinh-vung-chac-cho-nguoi-lao-dong-tu-do-658014.html,56,0
"Gần 400 cán bộ, viên chức ngành TN&MT tham gia hiến máu tình nguyện","(ĐCSVN) – Chương trình hiến máu nhân đạo “Giọt hồng – Xuân Giáp thìn 2024” tại trụ sở Bộ TN&MT đã thu hút gần 400 người đăng ký tham gia, trong đó thu được 333 đơn vị máu.",https://dangcongsan.vn/xa-hoi/gan-400-can-bo-vien-chuc-nganh-tn-mt-tham-gia-hien-mau-tinh-nguyen-658041.html,57,0
"Tăng cường phòng, chống dịch dịp Tết Nguyên đán và mùa lễ hội 2024","(ĐCSVN) – Cục Y tế dự phòng (Bộ Y tế) đề nghị Sở Y tế các tỉnh, thành phố huy động nguồn lực, sự tham gia của các ban, ngành, đoàn thể, các tổ chức chính trị-xã hội đối với công tác phòng, chống dịch bệnh truyền nhiễm, nhất là trong dịp Tết.",https://dangcongsan.vn/y-te/tang-cuong-phong-chong-dich-dip-tet-nguyen-dan-va-mua-le-hoi-2024-658024.html,58,0
"Hoàn thiện chính sách bảo hiểm xã hội, bảo hiểm y tế đáp ứng yêu cầu thực tiễn","(ĐCSVN) - Phó Thủ tướng Lê Minh Khái yêu cầu ngành Bảo hiểm xã hội Việt Nam phối hợp chặt chẽ với các ngành, các cấp để đề xuất, kiến nghị cơ quan có thẩm quyền hoàn thiện chính sách, pháp luật bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp...",https://dangcongsan.vn/xa-hoi/hoan-thien-chinh-sach-bao-hiem-xa-hoi-bao-hiem-y-te-dap-ung-yeu-cau-thuc-tien-658037.html,59,0
"Bắc Bộ có mưa to, Trung Bộ hửng nắng","(ĐCSVN) - Hôm nay (17/1), khu vực trung du, đồng bằng Bắc Bộ có mưa nhỏ, mưa phùn, sương mù; riêng khu vực Việt Bắc và Tây Bắc cục bộ có mưa vừa đến mưa to. Miền Trung ít mưa, trưa chiều hửng nắng. Tây Nguyên và Nam Bộ ngày nắng, không mưa.",https://dangcongsan.vn/xa-hoi/bac-bo-co-mua-to-trung-bo-hung-nang-658016.html,60,0
"Phát động “Tết trồng cây” thiết thực, hiệu quả, không phô trương hình thức","(ĐCSVN) - Bộ NN&PTNT yêu cầu việc tổ chức phát động “Tết trồng cây” phải thiết thực, hiệu quả, không phô trương hình thức; tạo điều kiện để các cơ quan, tổ chức, đoàn thể, trường học, lực lượng vũ trang và mọi tầng lớp Nhân dân hưởng ứng tích cực tham gia trồng cây, trồng rừng.",https://dangcongsan.vn/xa-hoi/phat-dong-tet-trong-cay-thiet-thuc-hieu-qua-khong-pho-truong-hinh-thuc-657965.html,61,0
"Tặng hàng nghìn ""vé Tết 0 đồng"" cho sinh viên về quê","(ĐCSVN) – Ngày 16/1, thông tin từ một số trường đại học, cao đẳng phía Nam cho biết đang triển khai nhiều chương trình nhằm hỗ trợ quà Tết cho sinh viên và tặng ""vé Tết 0 đồng"" cho sinh viên khó khăn về quê đón Tết Giáp Thìn 2024.",https://dangcongsan.vn/xa-hoi/tang-hang-nghin-ve-tet-0-dong-cho-sinh-vien-ve-que-657997.html,62,0
19 trường hợp cải tạo ô tô được đăng kiểm,"(ĐCSVN) – Thông tin từ Cục Đăng kiểm Việt Nam cho biết: Từ ngày 15/2, Bộ Giao thông Vận tải áp dụng thông tư mới cho phép đăng kiểm 19 trường hợp cải tạo ôtô mà không cần lập hồ sơ thiết kế.",https://dangcongsan.vn/xa-hoi/19-truong-hop-cai-tao-o-to-duoc-dang-kiem-657988.html,63,0
Xem xét phân cấp triệt để cho cấp huyện trong thực hiện Chương trình mục tiêu quốc gia,"(ĐCSVN) - Một số đại biểu Quốc hội cho rằng cần phân cấp triệt để cho cấp huyện, tạo sự chủ động, linh hoạt trong việc điều hành, quản lý, tổ chức triển khai thực hiện các Chương trình mục tiêu quốc gia và đảm thống nhất về mục tiêu chung của tỉnh.",https://dangcongsan.vn/xa-hoi/xem-xet-phan-cap-triet-de-cho-cap-huyen-trong-thuc-hien-chuong-trinh-muc-tieu-quoc-gia-657984.html,64,0
Các địa phương chăm lo Tết cho người nghèo,"(ĐCSVN) - Với tinh thần “Tương thân, tương ái"", nhằm tạo điều kiện cho hộ nghèo, hộ cận nghèo đón Tết thật đầm ấm, trong các ngày qua, nhiều địa phương đã tổ chức nhiều hoạt động chăm lo Tết cho các đối tượng chính sách và người dân có hoàn cảnh khó khăn.",https://dangcongsan.vn/xa-hoi/cac-dia-phuong-cham-lo-tet-cho-nguoi-ngheo-657917.html,65,0
Long An: Thêm 65 tỷ đồng thực hiện Chương trình mục tiêu quốc gia giảm nghèo bền vững,"(ĐCSVN) – Theo Nghị quyết của HĐND tỉnh Long An, năm 2024, trên 65 tỷ đồng là nguồn vốn từ Chương trình mục tiêu quốc gia giảm nghèo bền vững được phân bổ trên địa bàn tỉnh.",https://dangcongsan.vn/xa-hoi/long-an-them-65-ty-dong-thuc-hien-chuong-trinh-muc-tieu-quoc-gia-giam-ngheo-ben-vung-657921.html,66,0
"Chủ động ứng phó nguy cơ hạn hán, thiếu nước, xâm nhập mặn","(ĐCSVN) - Thủ tướng Chính phủ yêu cầu các Bộ trưởng, Chủ tịch Ủy ban nhân dân các tỉnh, thành phố trực thuộc Trung ương tổ chức theo dõi, chủ động triển khai công tác ứng phó nguy cơ hạn hán, thiếu nước, xâm nhập mặn trong những tháng cao điểm mùa khô tới.",https://dangcongsan.vn/xa-hoi/chu-dong-ung-pho-nguy-co-han-han-thieu-nuoc-xam-nhap-man-657956.html,67,0
